timestamp,machine_id,mold_id,material_code,shift,ambient_temp_c,ambient_humidity_pct,resin_moisture_pct,barrel_zone1_temp_c,barrel_zone2_temp_c,barrel_zone3_temp_c,mold_temp_c,injection_pressure_mpa,holding_pressure_mpa,injection_speed_mm_s,cushion_mm,fill_time_s,holding_time_s,cooling_time_s,cycle_time_s,screw_rpm,back_pressure_mpa,clamping_force_kn,peak_cavity_pressure_mpa,cavity_pressure_integral,hydraulic_oil_temp_c,screw_torque_nm,defect_label
2026-04-01T12:33:00,IMM-02,MD-C03,PP-GF20,NIGHT,19.86,44.84,0.108,214.21,218.18,225.89,73.3,97.01,57.77,83.86,4.7,1.375,8.55,19.11,36.77,85.9,8.63,846.9,76.39,113.96,44.54,38.9,0
2026-04-01T12:33:42,IMM-03,MD-B07,PP-GF20,DAY,33.62,28.64,0.114,219.58,227.71,231.9,69.73,97.59,53.33,58.47,4.55,1.129,7.64,16.45,33.98,85,5.91,866.1,77.36,83.12,43.89,42.84,0
2026-04-01T12:34:24,IMM-01,MD-A12,PP-GF20,EVENING,20.36,35.4,0.121,221.5,226.61,230.2,71.03,94.98,52.12,66.21,3.75,1.142,7.77,17.56,34.91,85.3,6.84,857.2,69.39,84.52,44.84,46.01,0
2026-04-01T12:35:06,IMM-04,MD-A12,PP-GF20,EVENING,20.57,70.51,0.183,209.77,217.64,227.44,64.47,88.84,52.45,72.8,4.31,1.161,6.48,15.47,31.67,70.1,8.93,854,68.07,70.42,49.64,44.81,0
2026-04-01T12:35:48,IMM-01,MD-A12,PP-GF20,EVENING,26.63,53.16,0.075,213.91,224.7,229.45,67.95,91.72,50.7,82.05,3.79,1.225,8.67,19.8,37.54,84.4,9.03,844.9,66.77,75.3,49.97,45.17,1
2026-04-01T12:36:30,IMM-01,MD-C03,PP-GF20,NIGHT,14.91,30.7,0.123,218.98,228.52,234.73,72.73,101.09,58.27,76.67,4.72,1.173,8.11,24.24,41.23,79.2,9.84,911.8,79.8,89.95,43.51,50.95,0
2026-04-01T12:37:12,IMM-02,MD-A12,PP-GF20,EVENING,24.86,56.01,0.134,218.33,225.49,230.48,67.34,92.61,59.01,71.44,3.4,1.111,6.84,18.13,34.59,83.1,7.48,768.4,77.37,90.14,43.46,42.96,0
2026-04-01T12:37:54,IMM-04,MD-B07,PA6-GF30,DAY,19.8,54.26,0.145,228.89,238.17,244.19,79.03,100.65,61.62,72.33,4.04,1.139,8.01,17.72,36.28,78.9,8.92,809.7,76.83,84.33,54.15,43.96,0
2026-04-01T12:38:36,IMM-03,MD-B07,ABS,EVENING,23.19,51.34,0.035,212.93,218.71,226.83,71.18,95.24,55.33,71.38,4.05,1.297,8.59,19.94,39.1,84.9,8.21,822.6,71.79,92.91,45.95,43.59,0
2026-04-01T12:39:18,IMM-01,MD-B07,PP-GF20,DAY,27.01,52.97,0.179,209.49,218.03,221.02,70.54,99.17,59.77,71.37,4.89,1.101,6.89,20.42,35.63,73.6,7.87,798.3,72.88,83.71,41.09,38.43,1
2026-04-01T12:40:00,IMM-04,MD-B07,ABS,EVENING,34.31,58.57,0.115,214.95,222.72,227.89,74.15,94.65,54.26,75.53,5.1,1.205,6.6,17.49,33.59,89.5,8.44,829.9,62.94,74.3,50.6,44.16,0
2026-04-01T12:40:42,IMM-02,MD-A12,PP-GF20,NIGHT,27.11,48.01,0.138,213.5,218.61,224.97,69.94,72.05,42.39,72.14,3.76,1.099,8.39,19.15,36.15,89.6,8.77,832.6,55.53,58.32,46.45,40.73,0
2026-04-01T12:41:24,IMM-04,MD-A12,PA6-GF30,DAY,31.23,58.66,0.159,223.47,235.72,239.25,77.24,111.08,68.27,79.46,4.19,1.252,7.12,17.61,34.91,89.1,7.82,776.2,90.54,114.94,51.95,55.94,0
2026-04-01T12:42:06,IMM-04,MD-A12,PP-GF20,NIGHT,25.1,44.08,0.109,209.88,216.52,219.71,66.61,84.19,46.19,82.23,3.83,1.087,8.31,17.92,36.2,96.7,9.84,855.2,59.41,64.97,48.73,45.66,0
2026-04-01T12:42:48,IMM-03,MD-B07,PA6-GF30,EVENING,26.63,45.7,0.163,235.31,240.03,246.62,76.41,101.39,61.29,62.24,4.85,1.302,6.98,22.36,38.36,81.8,8.81,898,82.25,104.49,46.97,50.14,0
2026-04-01T12:43:30,IMM-01,MD-C03,PP-GF20,DAY,26.8,35.85,0.184,210.41,216.66,220.37,69.76,102.52,58.4,65.55,3.86,1.194,7.8,20.52,37.87,88,9.89,884.7,79.87,91.22,45.41,40,0
2026-04-01T12:44:12,IMM-02,MD-A12,PP-GF20,DAY,29.28,49.69,0.124,207.49,210.3,214.1,65,95.33,57.08,76.61,3.35,0.966,7.74,17.61,35.19,86.9,10.92,774.6,69.25,72.29,40.91,45.92,0
2026-04-01T12:44:54,IMM-02,MD-B07,PP-GF20,EVENING,23.27,47.6,0.133,215.61,226.28,229.71,65.26,82.07,50.96,67.78,4.8,1.164,8.26,16.8,33.68,86.3,9.28,833.7,58.05,68.71,48.88,44.67,0
2026-04-01T12:45:36,IMM-04,MD-A12,PP-GF20,NIGHT,22.36,49.78,0.214,197.33,203.72,207,68.91,90.12,48.21,71.48,3.69,1.193,8.55,18.75,35.91,82.1,8.86,800.3,71.25,87.6,53.58,44.06,1
2026-04-01T12:46:18,IMM-01,MD-A12,ABS,DAY,24.13,43.8,0.067,213.02,221.57,226.72,63.4,101.31,60.21,66.34,3.08,1.099,7.84,18.52,36.39,99.4,8.08,870.7,76.18,76.42,44.05,43.59,1
2026-04-01T12:47:00,IMM-01,MD-A12,PP-GF20,DAY,33.42,46.62,0.102,216.29,225.22,229.94,68.76,94.53,51.79,73.51,3.74,1.226,6.98,18.26,35.31,91.6,8.07,828.9,63.88,76.3,43.51,42.74,0
2026-04-01T12:47:42,IMM-03,MD-B07,PP-GF20,DAY,25.12,44.85,0.101,216.14,219.97,225.24,67.37,85.28,51.11,73.01,4.12,1.164,7.88,21.12,37.85,91.8,8.34,794,62.06,76.45,53.88,38.31,0
2026-04-01T12:48:24,IMM-02,MD-C03,PP-GF20,EVENING,22.68,30.9,0.157,222.02,231.08,239.48,68.73,94.29,56.66,59.02,2.8,1.403,8.21,17.62,35.26,77.9,8.77,851.7,74.6,109.51,44.19,45.62,0
2026-04-01T12:49:06,IMM-02,MD-A12,PP-GF20,EVENING,21.82,56.66,0.143,212.8,217.85,224.92,64.4,93.34,52.69,73.38,2.65,1.284,8.13,16.09,34.22,86.6,8.73,824.8,67.38,82.08,47.35,43.99,1
2026-04-01T12:49:48,IMM-03,MD-A12,ABS,NIGHT,25.96,41.18,0.099,214.19,222.78,230.29,73.78,104.71,59.62,58.57,4.5,1.088,6.5,18.21,33.48,83,7.31,820.8,86.29,93.05,48.16,37.79,0
2026-04-01T12:50:30,IMM-01,MD-B07,PA6-GF30,DAY,21.77,55.41,0.117,223.03,226.03,231.75,76.9,104.54,61.21,82.54,3.86,1.174,6.99,19.07,36.11,94.3,10.74,758.8,82.62,95.03,44.83,52.61,0
2026-04-01T12:51:12,IMM-02,MD-A12,ABS,EVENING,22.03,21.72,0.092,204.83,212.42,219.21,71.7,102.02,62.06,77.48,4.4,1.224,7.29,18.84,35.92,72,8.31,822.9,76.54,93.29,41.48,35.95,0
2026-04-01T12:51:54,IMM-04,MD-C03,PP-GF20,NIGHT,25.05,65.34,0.145,210.34,217.99,222.42,71.04,84.72,47.76,72.92,4.11,1.292,6.29,19.51,35.61,94.1,9.97,901.2,66.33,83.63,51.3,42.67,1
2026-04-01T12:52:36,IMM-02,MD-C03,ABS,EVENING,23.92,38.72,0.153,224.71,230.19,236.5,73.08,98.72,58.44,76.88,3.78,1.328,7.74,16.57,33.46,92.4,7.39,840,77.8,96.25,49.66,37.42,0
2026-04-01T12:53:18,IMM-01,MD-C03,PP-GF20,EVENING,27.18,44.67,0.117,205.23,216.21,223.87,69.61,87.23,50.13,74.46,4.5,1.377,8.57,19.88,37.64,86.8,6.76,851.1,70.48,100.17,47.77,39.98,0
2026-04-01T12:54:00,IMM-01,MD-C03,PP-GF20,DAY,28.47,37.42,0.107,204.98,215.32,222.16,69.2,91.19,50.81,70.24,4.27,1.383,8.01,20.93,39.47,79.4,8.17,848.8,72.74,94.31,44.58,39.66,0
2026-04-01T12:54:42,IMM-01,MD-A12,ABS,EVENING,30.66,44.41,0.108,210.34,220.65,230.14,70.23,93.46,55.94,72.2,5.74,1.175,7.32,18.81,35.81,89.1,8.64,822.4,65.93,78.71,43.86,44.67,0
2026-04-01T12:55:24,IMM-03,MD-A12,ABS,DAY,24.63,43.62,0.095,206.85,215.8,219.94,67.93,96.17,57.88,70.19,3.99,1.263,7.62,17.37,33.86,65.5,7.69,836.7,73.74,93.84,40.85,48.26,0
2026-04-01T12:56:06,IMM-04,MD-B07,PA6-GF30,DAY,24.05,50.06,0.216,226.13,234.71,239.37,76.94,93.36,57.89,73.46,3.33,1.257,7.14,13.25,30.38,75,9.03,769.5,71.87,90.99,53.41,47.88,1
2026-04-01T12:56:48,IMM-02,MD-B07,PP-GF20,NIGHT,28.82,63.01,0.125,216.84,224.81,230.64,71.02,92.22,56.15,73.12,3.37,1.168,7.98,19.76,37.11,76.3,7.72,809.6,69.55,80.54,44.02,41.58,0
2026-04-01T12:57:30,IMM-04,MD-A12,PP-GF20,EVENING,25.09,61.35,0.13,215.89,223.41,229.2,73.6,94.89,53.52,62.47,2.33,1.267,8.45,15.13,32.77,93.3,7.34,812.8,74.45,90.6,45.53,43.84,0
2026-04-01T12:58:12,IMM-03,MD-B07,PP-GF20,NIGHT,28.26,35.56,0.084,224.28,231.76,237.13,68.92,91.88,50.42,86.68,2.7,1.269,7.45,19.63,37,80.4,9.28,844.7,63.45,80.7,48.23,47.22,0
2026-04-01T12:58:54,IMM-03,MD-B07,PP-GF20,EVENING,22.38,39.76,0.059,212,221.68,226.45,69.19,104.67,63.39,67.45,4.71,1.201,8.39,19.29,36.5,81.5,8.53,845.7,80.6,95.67,45.94,47.07,0
2026-04-01T12:59:36,IMM-02,MD-C03,PP-GF20,EVENING,25.89,41.33,0.138,206.92,210.17,217.88,62.73,111.41,63.3,66.27,4.11,1.41,7.76,15.94,33.66,79.1,7.83,910.6,87.43,128.25,44.13,37.2,1
2026-04-01T13:00:18,IMM-03,MD-C03,PP-GF20,EVENING,23.59,43.95,0.139,211.79,219.85,222.69,65.27,101.19,54.91,86.6,3.36,1.325,7.57,19.22,35.86,88.8,7.88,791.1,78.97,103.03,43.33,40.18,0
2026-04-01T13:01:00,IMM-01,MD-B07,ABS,NIGHT,21.79,40.26,0.148,204.32,212.28,221.07,68.76,79.3,52.65,68.53,4.36,1.078,8.04,18.59,36,90,8.09,821.8,53.64,53.08,45.92,46.34,0
2026-04-01T13:01:42,IMM-04,MD-B07,ABS,EVENING,19.12,36.88,0.117,213.93,222.81,226.25,67.89,101.21,55.91,82.52,3.19,1.268,8.08,18.31,35.24,75.3,7.56,769.9,75.13,93.35,46.4,40.91,0
2026-04-01T13:02:24,IMM-01,MD-B07,PA6-GF30,DAY,27.61,27.59,0.198,227.14,234.73,241.86,75.33,98.68,57.76,79.87,4.1,1.224,8.52,18.32,36.21,84.3,8.24,824.3,75.25,90.42,44.03,57.94,0
2026-04-01T13:03:06,IMM-01,MD-B07,ABS,DAY,26.98,34.63,0.049,200.89,209.53,211.22,67.69,89.47,50.96,72.89,3.95,1.375,7.6,18.34,35.82,87.9,7.38,807.5,71.98,95.3,42.93,49.3,0
2026-04-01T13:03:48,IMM-03,MD-B07,PP-GF20,EVENING,24.21,52.11,0.118,210.48,219.8,229.01,72.26,113.53,59.97,77.96,4.63,1.218,7.14,14.74,31.17,83.5,10.02,766.7,,120.54,47.69,43.8,0
2026-04-01T13:04:30,IMM-01,MD-A12,PA6-GF30,DAY,24.58,58.22,0.129,227.75,237.45,246.79,74.55,102.46,57.8,69.4,4.44,1.284,6.83,18.81,35.59,88.7,8.67,768.4,73.12,90.54,41.61,48.85,0
2026-04-01T13:05:12,IMM-04,MD-B07,PA6-GF30,EVENING,23.08,44.68,0.17,237.51,248.61,255.87,72.79,92.01,49.94,74.3,4.31,1.148,7.28,15.33,31.8,75.9,7.12,846.2,73.2,90.21,46.41,50.09,0
2026-04-01T13:05:54,IMM-02,MD-A12,PP-GF20,EVENING,27.31,32.84,0.06,213.08,223.09,227.82,69.69,105.55,62.82,72.31,3.66,0.987,8.72,17.36,35.72,94.7,9.79,788.1,80.65,77.26,44.63,47.86,0
2026-04-01T13:06:36,IMM-01,MD-C03,ABS,EVENING,19.95,41.64,0.07,210.23,216.15,222.25,66.63,89.53,54.33,87.87,3.77,1.125,6.93,18.28,34.54,70.5,9.19,836,67.13,80.46,44.39,37.67,0
2026-04-01T13:07:18,IMM-03,MD-A12,PA6-GF30,EVENING,21.29,61.06,0.106,226.12,234.32,240.37,73.7,109.41,62.68,70.89,4.46,1.08,8.68,15.51,34.21,90.8,8.61,856.5,88.97,98.79,51.39,45.35,0
2026-04-01T13:08:00,IMM-01,MD-A12,PP-GF20,DAY,20.88,46.21,0.097,200.88,209.49,214.45,67.43,91.85,57.53,72.04,3.79,1.114,7.03,19.45,35.79,84.7,9.76,806.5,78.08,87.15,43.29,45.82,1
2026-04-01T13:08:42,IMM-01,MD-C03,ABS,EVENING,24.21,48.12,0.107,209.88,217.34,227.55,72.93,94.96,52.16,70.65,3.9,1.431,7.21,19.47,37.47,92.4,8,893.8,76.27,113.48,50.27,43.29,0
2026-04-01T13:09:24,IMM-02,MD-A12,PP-GF20,NIGHT,20.81,44.06,0.159,214.22,226.17,230.19,73.27,94.43,51.12,69.89,3.05,1.325,7.6,17.88,34.97,87.7,9.41,805.7,63.92,81.62,47,43.64,0
2026-04-01T13:10:06,IMM-04,MD-C03,PP-GF20,DAY,26.68,42.61,0.185,213.25,223.06,226.59,67.62,104.95,56.68,78.77,5.12,1.229,8.75,19.15,38.8,74.2,9.42,858.7,79.55,88.87,49.64,34.24,0
2026-04-01T13:10:48,IMM-03,MD-B07,PA6-GF30,NIGHT,22.32,39.09,0.188,227.29,236.48,241.69,75.26,108.97,63.24,70.66,2.42,1.249,8.24,18.04,36.33,75.3,5.53,852,83.42,104.02,45.19,47.8,0
2026-04-01T13:11:30,IMM-04,MD-A12,PA6-GF30,EVENING,21.2,51.92,0.132,229.76,234.06,238.54,78.31,107.2,64.34,81.11,4.69,1.428,7.27,17.02,33.95,84.1,10.55,878.7,80.87,117.8,48.95,52.1,0
2026-04-01T13:12:12,IMM-01,MD-A12,ABS,EVENING,19.88,38.95,0.07,212.03,218.58,220.67,68.53,103.84,60.97,73.64,3.56,1.292,7.34,16.25,34.91,101.3,9.91,849.1,85.06,103.26,41.85,39.51,0
2026-04-01T13:12:54,IMM-01,MD-B07,ABS,DAY,34.09,32.3,0.212,205.21,213.37,217.71,68.01,90.35,50.84,71.53,4.13,1.296,7.78,17.79,35.38,94.1,9.45,819,70.94,88.82,42.19,36.32,0
2026-04-01T13:13:36,IMM-04,MD-A12,PA6-GF30,EVENING,30.56,39.74,0.183,226.59,229.5,236.77,75.03,101.15,59.36,69.32,2.96,1.101,7.06,17.97,34.18,82.8,7.35,834.6,78.79,84.49,41.52,47.04,0
2026-04-01T13:14:18,IMM-03,MD-B07,PA6-GF30,EVENING,28.96,63.26,0.181,223.08,225.97,232.4,74.74,89.12,51.26,81.48,3.97,0.999,7.47,17.92,35.01,81.6,9.51,812.6,71.29,65.99,46.77,51.77,1
2026-04-01T13:15:00,IMM-01,MD-C03,ABS,DAY,24.48,61.35,0.107,214.55,221.54,225.71,74.57,100.9,59.18,76.32,3.55,1.427,6.96,19.51,36.35,89.7,8.64,867.3,77.54,107.88,45.09,43.72,1
2026-04-01T13:15:42,IMM-02,MD-A12,ABS,EVENING,26.38,63.71,0.096,223.77,227.77,230.99,67.34,105.76,54.52,64.74,4.88,1.291,7.95,16.06,34.78,92.4,9.81,814.3,76.49,94.6,44.38,37.23,0
2026-04-01T13:16:24,IMM-03,MD-A12,PP-GF20,EVENING,35.03,44.05,0.133,219.08,222.15,229.04,67.52,82.39,43.05,76.9,3.35,0.993,7.55,16.59,33.49,75.4,7.26,833.7,68.23,67.97,48.17,40.96,0
2026-04-01T13:17:06,IMM-03,MD-C03,ABS,DAY,21.08,53.05,0.14,217.71,228.48,235.57,70.07,96.4,53.87,73.93,5.17,1.248,8.65,20.02,38.63,68.9,10.97,846.6,68.73,95.69,46.67,46.28,0
2026-04-01T13:17:48,IMM-03,MD-B07,PP-GF20,DAY,22.02,53.43,0.055,207.9,211.99,215.84,67.76,85,47.49,67.22,2.97,1.334,8,18.76,36.3,70.1,10.25,837.7,62.27,81.27,49.79,37.87,0
2026-04-01T13:18:30,IMM-03,MD-A12,PP-GF20,DAY,22.95,64.8,0.116,222.74,229.75,231.95,74.52,90.75,46.25,87.87,4.64,1.254,6.67,19.66,36.76,88.8,7.04,773.5,77.74,99.14,46.48,44.91,1
2026-04-01T13:19:12,IMM-03,MD-B07,PP-GF20,EVENING,21.98,43.3,0.137,208.07,215.18,220.27,67.52,87.38,50.33,77.22,5.08,1.178,8.26,16.85,35.03,89.9,6.11,872.9,72.71,91.35,42.55,43.51,0
2026-04-01T13:19:54,IMM-01,MD-B07,PP-GF20,NIGHT,24.16,44.53,0.125,219.54,229.3,234.3,67.1,92.44,51.88,72.69,3.93,1.27,7.4,16.94,34.17,74,8.67,861.3,71.92,88.89,48.05,40.62,0
2026-04-01T13:20:36,IMM-03,MD-A12,ABS,NIGHT,31.11,46.95,0.148,217.4,224.56,225.62,65.47,99.23,64.91,63.32,2.63,1.033,8.35,20.28,36.84,73,9.13,776.7,76.25,81.18,44.51,43.2,0
2026-04-01T13:21:18,IMM-01,MD-B07,PA6-GF30,EVENING,24.85,74.73,0.189,241.91,249.62,254.97,80.18,100.01,55.58,83.85,4.2,1.357,7.93,18.14,36.68,74.5,8.82,800.9,78.62,106.45,45.78,54.85,0
2026-04-01T13:22:00,IMM-01,MD-C03,ABS,DAY,26.41,25.85,0.094,212.02,219.95,224.71,66,85.75,51.1,70.65,3.89,1.413,8.76,19.73,37.69,82.2,8.02,868.5,71.19,102.55,40.38,36.91,0
2026-04-01T13:22:42,IMM-01,MD-B07,ABS,EVENING,24.36,30.91,0.163,209.44,215.78,221.98,67.54,92.57,53.12,65.39,4.8,1.055,7.33,17.66,35.5,80.4,7.53,853.9,76.15,79.66,46.65,46.79,0
2026-04-01T13:23:24,IMM-02,MD-B07,ABS,EVENING,18.04,32.68,0.095,207.84,215.45,218.92,67.3,82.63,49.58,68.55,2.85,1.153,8.24,16.5,35.29,84.3,7.05,831.8,67.37,77.44,42.63,46.62,0
2026-04-01T13:24:06,IMM-02,MD-A12,ABS,DAY,18.35,59.5,0.043,214.54,218.66,225.81,63.57,103.51,56.47,73.27,4.31,1.116,7.73,19.29,35.75,89.3,9.45,816,77.22,82.15,46.13,42.85,0
2026-04-01T13:24:48,IMM-02,MD-C03,PP-GF20,NIGHT,19.64,43.15,0.146,210.42,220.46,225.65,70.88,98.19,51.18,65.33,4.24,1.14,8.63,20.73,39.69,74.6,7.22,875.8,73.74,86.79,50.67,39.84,0
2026-04-01T13:25:30,IMM-03,MD-B07,ABS,DAY,24.05,50.86,0.137,216.61,225.52,231.71,63.61,107.94,65.19,73.64,4.76,1.17,8,18.24,37.37,93.2,8.17,839.2,78.71,92.7,47.64,36.14,0
2026-04-01T13:26:12,IMM-04,MD-B07,PP-GF20,EVENING,25.78,60.16,0.11,213.97,217.64,224.45,55.9,90.82,48.07,65.95,4.26,1.105,8.21,19.33,37.37,76.1,7.48,816.8,68.14,75.41,45.01,45.39,0
2026-04-01T13:26:54,IMM-03,MD-A12,PA6-GF30,DAY,25.29,61.77,0.165,234.59,238.41,243.09,74.96,99.09,60.05,76.38,5.34,1.345,7.83,19.69,36.18,96.4,8.05,764.3,80.16,107.83,45.96,54.47,0
2026-04-01T13:27:36,IMM-02,MD-B07,PP-GF20,EVENING,23.41,63.58,0.09,203.53,212.93,219.17,67.66,105.38,60.46,71.95,4.12,1.16,7.76,16.18,35.71,89.3,11.17,791.5,82.06,86.7,45.37,44.1,0
2026-04-01T13:28:18,IMM-02,MD-B07,PP-GF20,DAY,22.21,64.72,0.098,215.57,222.24,227.98,65.02,97.52,57.85,68.7,4.04,1.124,8.18,17.8,35.21,72.1,8.85,817.1,72.74,87.72,45.74,44.22,0
2026-04-01T13:29:00,IMM-01,MD-A12,ABS,EVENING,27.8,48.87,0.122,196.79,204.5,211.13,71.5,101.13,57.4,88.82,5.24,1.296,8.38,17.8,35.92,71.3,8.43,791.6,81.91,103.55,40.33,42.1,0
2026-04-01T13:29:42,IMM-01,MD-C03,ABS,NIGHT,29.59,34.14,0.058,212.95,225.04,228.63,74.74,107.3,59.93,71.61,3.31,1.365,7.3,17.57,36.11,73.2,8.65,848.6,86.07,113.04,49.74,42.56,0
2026-04-01T13:30:24,IMM-01,MD-B07,ABS,NIGHT,28.79,40.49,0.095,212.12,215.92,221.68,65.03,102.34,58.08,73.71,3.61,1.204,7.36,17.07,34.3,84.9,9.3,873.4,77.96,90,47.76,43.55,1
2026-04-01T13:31:06,IMM-02,MD-A12,ABS,DAY,29.04,41.43,0.175,203.07,209.98,213.51,68.44,100.65,58.84,79.94,3.96,1.117,6.85,17.76,33.58,75.9,9.91,779.7,74.36,78.12,34.68,47.13,0
2026-04-01T13:31:48,IMM-04,MD-C03,ABS,DAY,17.95,46.09,0.123,212.47,222.22,225.62,66.25,101.47,59.63,76.98,4.61,1.164,7.86,18.7,34.77,85.9,7.24,859,77.85,87.68,50.36,39.03,0
2026-04-01T13:32:30,IMM-01,MD-A12,PP-GF20,EVENING,27.6,48.15,0.139,213.92,223.7,225.24,66.99,99.11,58.55,75.17,5.54,1.177,7.83,21.9,39.63,83.5,8.73,852.2,70.85,76.96,48.01,46.97,0
2026-04-01T13:33:12,IMM-01,MD-B07,PP-GF20,DAY,25.24,,0.12,202.58,210.24,215.43,72.76,106.76,59.69,88.95,4.67,1.158,8.33,18.16,36.1,75.6,8.58,806.3,85.2,89.4,49.06,34.84,0
2026-04-01T13:33:54,IMM-01,MD-B07,PP-GF20,EVENING,18.33,36.57,0.185,219.27,225.58,231.94,69.27,85.13,48.07,75.13,5.03,0.996,7.38,18.13,35.26,76.3,7.39,839.3,63.9,60.37,49.23,45.09,1
2026-04-01T13:34:36,IMM-03,MD-A12,ABS,EVENING,26.41,55.97,0.108,212.59,218.51,224.31,68.24,100.73,55.88,75.58,4.06,1.275,6.74,20.46,37.28,77.1,8.53,816.9,72.25,101.18,42.86,41.92,0
2026-04-01T13:35:18,IMM-04,MD-A12,PA6-GF30,DAY,26.33,63.75,0.121,236.6,245.23,251.04,77.01,97.35,53.56,79.65,4.38,1.238,7.63,18.88,35.59,82.5,7.56,857.7,71.13,97.28,45.97,54.87,0
2026-04-01T13:36:00,IMM-01,MD-A12,PP-GF20,EVENING,27.91,38.66,0.037,211.17,219.97,225.65,77.41,89.41,51.56,76.63,2.84,1.207,7.92,19.38,36.18,88,7.95,792.4,70.08,80.09,43.38,46.37,0
2026-04-01T13:36:42,IMM-02,MD-A12,PA6-GF30,DAY,23.57,55.79,0.149,230.15,236.26,242.21,72.46,93.42,56.78,85.16,4.24,1.451,7.38,17.19,34.11,96.4,10.24,856,64.27,94.03,46.02,43.82,0
2026-04-01T13:37:24,IMM-01,MD-A12,PP-GF20,DAY,28.95,64.43,0.125,210.91,219.92,223.9,74.24,99.25,56.38,75.03,3.66,1.295,8.35,19.25,38.38,87.2,8.95,811,76.17,97.15,47.88,47.47,0
2026-04-01T13:38:06,IMM-03,MD-B07,ABS,EVENING,22.54,52.21,0.145,201.26,209.57,212.98,72.53,97.07,58.07,81.49,3.83,1.2,8.92,20.04,38.09,83.3,7.09,863.5,76.18,86.77,43.71,44.92,0
2026-04-01T13:38:48,IMM-04,MD-C03,PP-GF20,DAY,21.89,42.64,0.101,214.83,220.04,223.33,65.75,100.53,56.92,77.47,4.34,1.513,6.71,19.71,36.27,82.2,7.23,838.6,77.22,127.39,44.31,39.26,0
2026-04-01T13:39:30,IMM-02,MD-A12,PP-GF20,NIGHT,20.45,37.66,0.128,219.86,229.34,233.25,65.77,106.19,61.54,67.5,3.82,1.148,8.04,16.39,34.26,74.9,7.94,815.8,77.23,80.21,48.01,42.16,0
2026-04-01T13:40:12,IMM-04,MD-A12,ABS,DAY,27.86,74.82,0.078,202.54,211.51,214.94,66.53,108.81,69.46,76.07,4.49,1.286,6.93,18.17,34.02,74.1,8.82,801.9,83.26,115.89,47.23,43.86,0
2026-04-01T13:40:54,IMM-04,MD-A12,PA6-GF30,DAY,26.43,44.08,0.161,231.84,240.89,244.38,80.54,112.24,61.19,69.23,4.75,1.15,6.15,17.16,31.57,90.2,8.02,803.1,83.85,87.67,49.27,53.79,0
2026-04-01T13:41:36,IMM-01,MD-C03,PP-GF20,EVENING,25.28,32.91,0.176,205.92,213.04,218.57,67.98,91.95,55.15,74.49,3.72,1.376,8.72,21.24,40.49,78.1,10.48,883.7,72.3,92.49,43.87,42.97,0
2026-04-01T13:42:18,IMM-02,MD-A12,ABS,DAY,17.62,60.93,0.095,214.04,223.25,228.23,71.16,96.5,54.23,76.27,3.75,1.277,7.77,19.67,37.35,87,7.81,868.1,72.04,96.18,43.57,43.3,0
2026-04-01T13:43:00,IMM-02,MD-C03,ABS,DAY,20.36,57.6,0.15,210.19,218.89,224.65,61.34,99.69,54.97,76.56,4.03,1.241,7.28,19.55,35.68,85.8,9.83,887.5,68.5,79.37,45.3,47.92,0
2026-04-01T13:43:42,IMM-02,MD-A12,PP-GF20,DAY,23.03,35.58,0.127,214.4,223.06,230.23,65.42,97.49,56.94,80.99,4.69,1.005,8.37,19.82,37.63,66.4,8.63,859.3,81.04,78.29,44.28,34.46,0
2026-04-01T13:44:24,IMM-02,MD-B07,ABS,EVENING,21.18,67.78,0.196,222.54,226.39,231.99,73.59,94.24,50.92,77.53,3.87,1.075,8.05,17.6,36.06,82.7,7.98,836.6,74.89,66.17,41.22,44.78,0
2026-04-01T13:45:06,IMM-02,MD-A12,PP-GF20,EVENING,23.9,44.03,0.069,207.65,216.73,222.05,68.44,92.21,55.05,79.25,4.45,1.206,7.29,18.17,36.18,86.8,8.31,824.1,64.36,72.07,46.61,45.78,0
2026-04-01T13:45:48,IMM-02,MD-C03,PP-GF20,NIGHT,26.79,56.97,0.094,221.66,227.12,236.56,68.84,103.86,58.17,72.17,5.38,1.407,7.2,20.06,37.08,84,9.7,895.7,76.61,105.63,44.63,42.29,0
2026-04-01T13:46:30,IMM-02,MD-A12,ABS,EVENING,27.51,61.57,0.109,218.59,229.64,233.69,67.15,101.74,62.23,69.92,3.84,1.378,7.92,18.6,35.92,71.4,8.8,817.3,73.01,105.6,47.33,47.78,0
2026-04-01T13:47:12,IMM-02,MD-A12,PP-GF20,DAY,26.58,36.63,0.103,211.66,213.48,220.22,70.26,99.45,54.33,71.4,6,1.12,7.71,18.37,35.92,87.3,9.64,823.1,74.27,90.65,50.03,43.33,0
2026-04-01T13:47:54,IMM-02,MD-A12,PA6-GF30,EVENING,23.93,44.63,0.269,235.24,243.04,244.48,74.04,84.68,53.34,68.59,3.06,1.16,6.95,19.77,36.25,97.2,10.15,889.7,72.86,74.31,46.4,52.33,1
2026-04-01T13:48:36,IMM-01,MD-A12,ABS,DAY,21.39,,0.083,209.12,221.24,230.09,69.32,76.42,44.98,80.88,3.77,1.112,6.45,18.64,34.26,86.9,9.85,890,60.83,66.82,49.45,42.39,0
